price,types,address,latitude,longitude,date,beds,baths,sq.,bath,reception,receptions,bed,total_Beds,total_Baths,total_Receptions,FlatType,index
4450000,4 bed town house for sale ,"Meard Street, Soho W1F",51.513193,-0.133064,9/1/2021,4,4,"2,494",0,1,0,0,4,4,1,town house,856
435000,2 bed flat for sale ,"Northbrook Road, Hither Green SE13",51.456049,-0.00021,9/1/2021,2,0,0,1,0,0,0,2,1,0,flat,857
147500,1 bed flat for sale ,"Chancery Building, Embassy Gardens, 3 New Mill Road SW11",51.481652,-0.134976,9/1/2021,0,0,550,1,1,0,1,1,1,1,flat,858
290000,2 bed maisonette for sale ,"Gomshall Gardens, Kenley CR8",51.320701,-0.09269,9/1/2021,2,0,0,1,0,2,0,2,1,2,maisonette,859
635000,2 bed flat for sale ,"Robsart Street, London SW9",51.472336,-0.116683,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,860
249950,1 bed flat for sale ,"Featherstone Road, Southall UB2",51.501107,-0.387214,9/1/2021,0,0,505,1,1,0,1,1,1,1,flat,861
1150000,3 bed property for sale ,"Walmer Road, London W11",51.511451,-0.211785,9/1/2021,3,2,"1,143",0,0,2,0,3,2,2,property,862
480000,2 bed flat for sale ,"Randolph Road, Southall UB1",51.50668,-0.378682,9/1/2021,2,0,671,1,0,0,0,2,1,0,flat,863
375000,1 bed flat for sale ,"Dragonfly Place, Brockley SE4",51.465447,-0.039115,9/1/2021,0,0,565,1,1,0,1,1,1,1,flat,864
485000,3 bed maisonette for sale ,"Parade Gardens, London E4",51.603691,-0.014865,9/1/2021,3,2,0,0,1,0,0,3,2,1,maisonette,865
1450000,3 bed flat for sale ,"Westbourne Park Road, Notting Hill W11",51.516372,-0.20806,9/1/2021,3,0,0,1,1,0,0,3,1,1,flat,866
425000,1 bed flat for sale ,"Colet Gardens, St Paul's Court W14",51.491302,-0.21675,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,867
850000,2 bed flat for sale ,"151-153 Tower Bridge Road, Southwark, London SE1",51.49869,-0.079701,9/1/2021,2,2,706,0,0,0,0,2,2,0,flat,868
3e+05,1 bed flat for sale ,"Martlesham Walk, London NW9",51.600571,-0.251035,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,869
375000,1 bed flat for sale ,"Veronica Road, London SW17",51.436926,-0.149061,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,870
650000,3 bed bungalow for sale ,"Hallowell Road, Northwood HA6",51.609393,-0.420911,9/1/2021,3,2,0,0,1,0,0,3,2,1,bungalow,871
675000,3 bed bungalow for sale ,"The Warren, Worcester Park KT4",51.371819,-0.264751,9/1/2021,3,0,0,1,1,0,0,3,1,1,bungalow,872
532500,2 bed flat for sale ,"Randolph Road, Southall UB1",51.50668,-0.378682,9/1/2021,2,2,762,0,0,0,0,2,2,0,flat,873
585000,2 bed flat for sale ,"Gilesmead, Camberwell Church Street, London SE5",51.473499,-0.087762,9/1/2021,2,0,0,1,0,0,0,2,1,0,flat,874
459950,3 bed end terrace house for sale ,"Grove Road, Thornton Heath CR7",51.397817,-0.117798,9/1/2021,3,0,0,1,0,0,0,3,1,0,end terrace house,875
4e+05,1 bed flat for sale ,"Upper Clapton Road, London E5",51.56455,-0.06087,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,876
675000,3 bed semi-detached house for sale ,"Mayfield Road, London E4",51.6259,-0.000453,9/1/2021,3,0,"1,001",1,1,0,0,3,1,1,semi-detached house,877
425000,2 bed flat for sale ,"Bushey Road, London SW20",51.407276,-0.219984,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,878
3e+05,2 bed flat for sale ,"The Broadway, Potters Bar EN6",51.695035,-0.193073,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,879
260000,1 bed flat for sale ,"Jefferson House, Park Lodge Avenue, West Drayton UB7",51.506093,-0.462338,9/1/2021,0,0,601,1,1,0,1,1,1,1,flat,880
625000,2 bed flat for sale ,"Saffron Central Square, Croydon CR0",51.378735,-0.099302,9/1/2021,2,2,"1,001",0,1,0,0,2,2,1,flat,881
550000,2 bed terraced house for sale ,"Greenstone Mews, Wanstead, London E11",51.576664,0.021163,9/1/2021,2,0,0,1,1,0,0,2,1,1,terraced house,882
625000,2 bed terraced house for sale ,"Frith Road, Leytonstone, London E11",51.556124,-0.000419,9/1/2021,2,0,0,1,1,0,0,2,1,1,terraced house,883
2095000,3 bed maisonette for sale ,"Randolph Avenue, London W9",51.531409,-0.187812,9/1/2021,3,2,"1,808",0,1,0,0,3,2,1,maisonette,884
295000,1 bed bungalow for sale ,"Westleigh Court, Wanstead, London E11",51.579165,0.025891,9/1/2021,0,0,0,1,1,0,1,1,1,1,bungalow,885
774999,3 bed flat for sale ,"Hampton Apartments, Duke Of Wellington Avenue, London SE18",51.494449,0.067858,9/1/2021,3,2,0,0,1,0,0,3,2,1,flat,886
635000,3 bed terraced house for sale ,"Hartington Road, Walthamstow E17",51.57761,-0.035859,9/1/2021,3,0,0,1,0,2,0,3,1,2,terraced house,887
450000,2 bed flat for sale ,"Caterham Road, London SE13",51.463535,-0.006977,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,888
950000,3 bed flat for sale ,"Finchley Road, London NW11",51.581031,-0.197761,9/1/2021,3,3,"1,561",0,1,0,0,3,3,1,flat,889
575000,3 bed terraced house for sale ,"Red Lion Lane, London SE18",51.473101,0.061435,9/1/2021,3,2,0,0,0,2,0,3,2,2,terraced house,890
360000,1 bed flat for sale ,"Berkeley Road, London N8",51.57995,-0.126323,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,891
425000,2 bed flat for sale ,"Maxwell Road, Northwood HA6",51.610045,-0.426564,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,892
475000,3 bed end terrace house for sale ,"Richmond Street, London E13",51.530972,0.023073,9/1/2021,3,2,0,0,1,0,0,3,2,1,end terrace house,893
580000,3 bed semi-detached house for sale ,"Rossindel Road, Hounslow TW3",51.46221,-0.370343,9/1/2021,3,3,0,0,0,3,0,3,3,3,semi-detached house,894
5e+05,2 bed flat for sale ,"Loughborough Rd, Brixton, London SW9",51.470845,-0.10813,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,895
995000,3 bed detached house for sale ,"Hetherington Road, London SW4",51.460337,-0.128096,9/1/2021,3,2,0,0,1,0,0,3,2,1,detached house,896
3450000,11 bed detached house for sale ,"High Street, Hampton TW12",51.415815,-0.358951,9/1/2021,11,4,0,0,0,4,0,11,4,4,detached house,897
999950,4 bed terraced house for sale ,"Hogarth Way, Hampton TW12",51.412457,-0.358209,9/1/2021,4,3,0,0,1,0,0,4,3,1,terraced house,898
995000,4 bed semi-detached house for sale ,"Wise Lane, London NW7",51.611408,-0.228227,9/1/2021,4,2,0,0,0,3,0,4,2,3,semi-detached house,899
525000,3 bed terraced house for sale ,"Brangbourne Road, Bromley BR1",51.424198,-0.0133,9/1/2021,3,3,0,0,0,2,0,3,3,2,terraced house,900
1695000,5 bed terraced house for sale ,"Camberwell Grove, Camberwell SE5",51.473141,-0.088449,9/1/2021,5,2,0,0,0,3,0,5,2,3,terraced house,901
280000,1 bed flat for sale ,"Appletree Gardens, Park Road, New Barnet EN4",51.652297,-0.164874,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,902
440000,1 bed flat for sale ,"City View Point Leven Road, London E14",51.515836,-0.006237,9/1/2021,0,0,656,1,1,0,1,1,1,1,flat,903
312500,1 bed flat for sale ,"King Street, East Finchley, London N2",51.594237,-0.171526,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,904
385000,2 bed property for sale ,"Squires Court, Abingdon Road, London N3",51.59975,-0.17797,9/1/2021,2,0,0,1,1,0,0,2,1,1,property,905
3550000,5 bed property for sale ,"Parkview, London SW19",51.43359571,-0.219362153,9/1/2021,5,5,0,0,0,6,0,5,5,6,property,906
725000,3 bed terraced house for sale ,"Mount Pleasant Road, London N17",51.596599,-0.079709,9/1/2021,3,2,0,0,0,2,0,3,2,2,terraced house,907
2350000,3 bed flat for sale ,"Connaught Square, London W2",51.514146,-0.164075,9/1/2021,3,2,0,0,0,2,0,3,2,2,flat,908
480000,1 bed flat for sale ,"Astell House, London City Island E14",51.512924,0.0058,9/1/2021,0,0,574,1,1,0,1,1,1,1,flat,909
2795000,4 bed detached house for sale ,"Warriner Gardens, London SW11",51.47451,-0.158511,9/1/2021,4,4,0,0,0,2,0,4,4,2,detached house,910
475000,2 bed flat for sale ,"Burnell Building, 1 Wilkinson Close, London NW2",51.56549,-0.22344,9/1/2021,2,2,0,0,1,0,0,2,2,1,flat,911
415000,1 bed flat for sale ,"Amyand Park Road, St Margarets, Twickenham TW1",51.451417,-0.325046,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,912
2300000,3 bed detached house for sale ,"Roupell Street, London SE1",51.504566,-0.1098,9/1/2021,3,2,"1,550",0,0,0,0,3,2,0,detached house,913
425000,2 bed flat for sale ,"Brockley Road, London SE4",51.452906,-0.038271,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,914
1550000,4 bed flat for sale ,"Cannon Hill, West Hampstead, London NW6",51.553225,-0.190884,9/1/2021,4,2,0,0,0,2,0,4,2,2,flat,915
1895000,4 bed semi-detached house for sale ,"Dunstan Road, London NW11",51.568332,-0.201958,9/1/2021,4,4,0,0,0,3,0,4,4,3,semi-detached house,916
495000,3 bed end terrace house for sale ,"Midhurst Gardens, Hillingdon UB10",51.543727,-0.44044,9/1/2021,3,0,997,1,0,2,0,3,1,2,end terrace house,917
945000,2 bed terraced house for sale ,"Elm Grove, Peckham Rye SE15",51.470206,-0.071207,9/1/2021,2,0,0,1,0,2,0,2,1,2,terraced house,918
5e+05,3 bed end terrace house for sale ,"Maudslay Road, London SE9",51.463294,0.05279,9/1/2021,3,0,0,1,0,2,0,3,1,2,end terrace house,919
625000,4 bed semi-detached house for sale ,"Lancing Road, Orpington BR6",51.373537,0.107692,9/1/2021,4,0,0,1,0,0,0,4,1,0,semi-detached house,920
789950,2 bed end terrace house for sale ,"Mead Road, Ham, Richmond TW10",51.435283,-0.314121,9/1/2021,2,0,"1,208",1,1,0,0,2,1,1,end terrace house,921
1495000,2 bed flat for sale ,"Rossetti House, 106-110 Hallam Street, London W1W",51.5228,-0.1443,9/1/2021,2,0,"1,080",1,0,2,0,2,1,2,flat,922
1195000,6 bed semi-detached house for sale ,"Victoria Avenue, Surbiton KT6",51.390338,-0.310757,9/1/2021,6,2,0,0,0,2,0,6,2,2,semi-detached house,923
365000,2 bed flat for sale ,"Harefield Road, Uxbridge UB8",51.5512,-0.47973,9/1/2021,2,2,0,0,1,0,0,2,2,1,flat,924
525000,3 bed flat for sale ,"Butterfly Court, Bathurst Square, London N15",51.585405,-0.079656,9/1/2021,3,2,0,0,1,0,0,3,2,1,flat,925
550000,2 bed flat for sale ,"Victoria Way, New Charlton, London SE7",51.485344,0.024117,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,926
595000,2 bed flat for sale ,"Park Hill Road, Shortlands, Bromley BR2",51.405719,-0.000347,9/1/2021,2,2,0,0,1,0,0,2,2,1,flat,927
450000,2 bed maisonette for sale ,"High Road Leyton, London E10",51.567012,-0.009323,9/1/2021,2,0,624,1,1,0,0,2,1,1,maisonette,928
1100000,3 bed flat for sale ,"Edith Grove, Chelsea, London SW10",51.4806,-0.180741,9/1/2021,3,3,"1,116",0,1,0,0,3,3,1,flat,929
5e+05,2 bed terraced house for sale ,"Wilmot Road, Leyton, London E10",51.562952,-0.013872,9/1/2021,2,0,0,1,1,0,0,2,1,1,terraced house,930
675000,2 bed flat for sale ,"Maxted Road, Peckham Rye SE15",51.465952,-0.072308,9/1/2021,2,0,967,1,1,0,0,2,1,1,flat,931
1100000,3 bed terraced house for sale ,"Oswyth Road, Camberwell SE5",51.471084,-0.081352,9/1/2021,3,2,"1,490",0,0,2,0,3,2,2,terraced house,932
515000,4 bed terraced house for sale ,"Carmichael Close, Ruislip, Middlesex HA4",51.56,-0.4093,9/1/2021,4,0,0,1,1,0,0,4,1,1,terraced house,933
925000,5 bed semi-detached house for sale ,"Nelson Road, New Malden KT3",51.394908,-0.264956,9/1/2021,5,2,0,0,0,2,0,5,2,2,semi-detached house,934
470000,1 bed flat for sale ,"Quinton Court, Plough Way, London SE16",51.492191,-0.036843,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,935
350000,2 bed flat for sale ,"Parish Lane, Vickers Court SE20, London, Penge",51.418006,-0.051647,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,936
617500,3 bed end terrace house for sale ,"Dulverton Road, Ruislip HA4",51.571778,-0.410683,9/1/2021,3,2,0,0,1,0,0,3,2,1,end terrace house,937
595000,2 bed flat for sale ,"Northumbria Court, 6 Sheen Road, Richmond TW9",51.462284,-0.301058,9/1/2021,2,0,768,1,1,0,0,2,1,1,flat,938
850000,2 bed terraced house for sale ,"Landells Road, East Dulwich, London SE22",51.452342,-0.072017,9/1/2021,2,0,961,1,0,2,0,2,1,2,terraced house,939
6e+05,3 bed semi-detached house for sale ,"Ladysmith Road, Enfield EN1",51.656108,-0.069342,9/1/2021,3,2,0,0,0,2,0,3,2,2,semi-detached house,940
4e+05,2 bed end terrace house for sale ,"Douglas Road, Hornchurch RM11",51.569349,0.192122,9/1/2021,2,0,0,1,1,0,0,2,1,1,end terrace house,941
750000,2 bed maisonette for sale ,"Stansfield Road, London SW9",51.465778,-0.118058,9/1/2021,2,2,943,0,1,0,0,2,2,1,maisonette,942
930000,4 bed semi-detached house for sale ,"Michleham Down, London N12",51.620363,-0.196765,9/1/2021,4,0,0,1,0,2,0,4,1,2,semi-detached house,943
1050000,2 bed property for sale ,"Baring Street, London N1",51.537295,-0.087601,9/1/2021,2,0,0,1,1,0,0,2,1,1,property,944
7e+05,4 bed semi-detached house for sale ,"Laburnum Grove, Kingsbury NW9",51.576978,-0.265527,9/1/2021,4,3,0,0,1,0,0,4,3,1,semi-detached house,945
270000,1 bed flat for sale ,"Paxton Road, London SE23",51.4323,-0.043445,9/1/2021,0,0,0,0,1,0,1,1,0,1,flat,946
409950,2 bed end terrace house for sale ,"Whittington Avenue, Hayes UB4",51.525002,-0.418611,9/1/2021,2,0,0,1,1,0,0,2,1,1,end terrace house,947
8e+05,2 bed flat for sale ,"Chelsea Manor Street, London SW3",51.488059,-0.16694,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,948
0,4 bed detached house for sale ,"Parkway, North Hillingdon, Middlesex UB10",51.545525,-0.451082,9/1/2021,4,2,0,0,0,2,0,4,2,2,detached house,949
4e+05,2 bed bungalow for sale ,"Swan Road, Feltham, Middlesex TW13",51.434923,-0.384019,9/1/2021,2,0,0,1,1,0,0,2,1,1,bungalow,950
5e+05,2 bed flat for sale ,"Camden Road, London NW1",51.547983,-0.130131,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,951
450000,1 bed flat for sale ,"Knightsbridge House, 229 Acton Lane, London W4",51.501076,-0.265008,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,952
3400000,6 bed detached house for sale ,"West Hall Road, Kew TW9",51.475848,-0.278955,9/1/2021,6,2,0,0,0,3,0,6,2,3,detached house,953
525000,1 bed flat for sale ,"Elm Bank Mansions, The Terrace, London SW13",51.471507,-0.253155,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,954
1650000,2 bed flat for sale ,"Montagu Square, Marylebone, London W1H",51.5178,-0.158763,9/1/2021,2,2,"1,026",0,1,0,0,2,2,1,flat,955
350000,2 bed flat for sale ,"Stamford Road, London N15",51.58263,-0.06632,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,956
2375000,3 bed flat for sale ,"Merano Residences, 30 Albert Embankment, South Bank SE1",51.490013,-0.122534,9/1/2021,3,3,0,0,1,0,0,3,3,1,flat,957
699950,3 bed terraced house for sale ,"Audley Road, London NW4",51.577259,-0.232796,9/1/2021,3,0,"1,208",1,0,3,0,3,1,3,terraced house,958
650000,4 bed terraced house for sale ,"Kingsclere Place, Enfield EN2",51.657168,-0.089059,9/1/2021,4,3,0,0,0,2,0,4,3,2,terraced house,959
275000,1 bed maisonette for sale ,"Burness Close, Uxbridge, London UB8",51.538789,-0.478058,9/1/2021,0,0,0,1,1,0,1,1,1,1,maisonette,960
215000,1 bed flat for sale ,"Laughton Court, 3 Chiswick Close, Croydon CR0",51.371294,-0.12603,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,961
675000,Studio for sale ,"Upper John Street, Soho W1F",51.51213,-0.13746,9/1/2021,0,0,463,1,1,0,0,0,1,1,Studio,962
3e+05,2 bed flat for sale ,"River Park Gardens, Bromley BR2",51.41506,-0.00552,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,963
1895000,3 bed maisonette for sale ,"Rostrevor Mews, London SW6",51.4757,-0.206403,9/1/2021,3,3,"1,932",0,1,0,0,3,3,1,maisonette,964
725000,4 bed detached house for sale ,"East Barnet, Hertfordshire EN4",51.634,-0.162,9/1/2021,4,0,"1,109",0,0,0,0,4,0,0,detached house,965
6e+05,Studio for sale ,"Draycott Place, London SW3",51.491725,-0.162091,9/1/2021,0,0,0,1,0,0,0,0,1,0,Studio,966
550000,2 bed end terrace house for sale ,"Erskine Road, Walthamstow, London E17",51.585658,-0.025571,9/1/2021,2,0,0,0,0,0,0,2,0,0,end terrace house,967
575000,3 bed property for sale ,"Hallowell Road, Northwood HA6",51.606315,-0.418693,9/1/2021,3,0,0,1,0,2,0,3,1,2,property,968
1199950,4 bed semi-detached house for sale ,"Greenhill Road, London NW10",51.538098,-0.254581,9/1/2021,4,0,0,0,0,0,0,4,0,0,semi-detached house,969
1350000,5 bed semi-detached house for sale ,"Grand Drive, London SW20",51.404636,-0.229041,9/1/2021,5,3,0,0,0,3,0,5,3,3,semi-detached house,970
5e+05,2 bed terraced house for sale ,"Brunel Close, London SE19",51.419213,-0.080776,9/1/2021,2,0,0,1,1,0,0,2,1,1,terraced house,971
450000,3 bed semi-detached house for sale ,"Cox Lane, West Ewell, Epsom KT19",51.365886,-0.277191,9/1/2021,3,0,0,1,0,0,0,3,1,0,semi-detached house,972
295000,2 bed flat for sale ,"Avenue Road, South Norwood, London SE25",51.405217,-0.075136,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,973
4e+05,2 bed terraced house for sale ,"Stanley Road, Hounslow TW3",51.466418,-0.355537,9/1/2021,2,0,0,1,1,0,0,2,1,1,terraced house,974
375000,2 bed flat for sale ,"Hillyfield, London E17",51.592456,-0.03645,9/1/2021,2,2,0,0,1,0,0,2,2,1,flat,975
2095000,3 bed flat for sale ,"Randolph Avenue, London W9",51.531779,-0.187608,9/1/2021,3,2,0,0,1,0,0,3,2,1,flat,976
1e+06,4 bed detached house for sale ,"Holdenhurst Avenue, Finchley, London N12",51.605492,-0.181105,9/1/2021,4,2,0,0,0,2,0,4,2,2,detached house,977
770000,2 bed flat for sale ,"College Terrace, London E3",51.52794,-0.033705,9/1/2021,2,2,0,0,1,0,0,2,2,1,flat,978
5e+05,1 bed flat for sale ,"Santley Street, London SW4",51.46129,-0.122488,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,979
260000,2 bed flat for sale ,"Canalside Gardens, Southall UB2",51.495414,-0.384575,9/1/2021,2,2,0,0,1,0,0,2,2,1,flat,980
1275000,3 bed terraced house for sale ,"Lillian Road, London SW13",51.486991,-0.236536,9/1/2021,3,2,0,0,1,0,0,3,2,1,terraced house,981
4950000,3 bed flat for sale ,"Franklins Row, London SW3",51.489424,-0.158586,9/1/2021,3,2,"1,733",0,0,2,0,3,2,2,flat,982
1400000,3 bed flat for sale ,"Durrels House, London W14",51.495678,-0.203354,9/1/2021,3,2,0,0,1,0,0,3,2,1,flat,983
450000,2 bed flat for sale ,"Hurstwood Court, 15 Hall Lane, Upminster RM14",51.560258,0.250501,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,984
715000,4 bed semi-detached house for sale ,"Church Drive, North Harrow HA2",51.582015,-0.368486,9/1/2021,4,2,0,0,0,2,0,4,2,2,semi-detached house,985
375000,2 bed flat for sale ,"Vermont Road, London SW18",51.4522,-0.190044,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,986
6e+05,2 bed detached bungalow for sale ,"Francis Close, Ewell, Epsom KT19",51.369892,-0.269235,9/1/2021,2,0,0,1,0,2,0,2,1,2,detached bungalow,987
4e+05,1 bed flat for sale ,"Swanage Road, London SW18",51.452278,-0.183464,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,988
625000,4 bed semi-detached house for sale ,"Pams Way, Ewell, Epsom KT19",51.362949,-0.26615,9/1/2021,4,2,0,0,1,0,0,4,2,1,semi-detached house,989
245000,2 bed flat for sale ,"Hatherley Crescent, Sidcup DA14",51.432498,0.104749,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,990
2500000,7 bed detached house for sale ,"Worlds End Lane, Chelsfield Park BR6",51.350399,0.10282,9/1/2021,7,6,0,0,0,4,0,7,6,4,detached house,991
515000,2 bed property for sale ,"Parrs Place, Hampton TW12",51.418512,-0.370273,9/1/2021,2,0,0,1,1,0,0,2,1,1,property,992
550000,2 bed maisonette for sale ,"Lonsdale Road, London SW13",51.47445,-0.25059,9/1/2021,2,0,0,0,1,0,0,2,0,1,maisonette,993
350000,1 bed flat for sale ,"Clayton Street, London SE11",51.484893,-0.111665,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,994
770000,3 bed property for sale ,"Dupont Road, London SW20",51.409141,-0.221291,9/1/2021,3,0,0,1,1,0,0,3,1,1,property,995
675000,3 bed semi-detached house for sale ,"Tudor Avenue, Romford RM2",51.58466,0.19831,9/1/2021,3,0,0,1,1,0,0,3,1,1,semi-detached house,996
730000,3 bed bungalow for sale ,"London Road, Ewell Village KT17",51.353271,-0.247299,9/1/2021,3,2,0,0,0,2,0,3,2,2,bungalow,997
950000,2 bed flat for sale ,"Hillgate Place, London SW12",51.450386,-0.148877,9/1/2021,2,2,0,0,1,0,0,2,2,1,flat,998
1675000,5 bed terraced house for sale ,"Cranmore Way, London N10",51.5867,-0.136426,9/1/2021,5,2,0,0,1,0,0,5,2,1,terraced house,999
4e+05,2 bed terraced house for sale ,"Towpath Way, Croydon, Surrey CR0",51.391102,-0.078172,9/1/2021,2,0,0,1,1,0,0,2,1,1,terraced house,1000
725000,2 bed flat for sale ,"Dennis Lane, Stanmore, Middlesex HA7",51.620109,-0.30878,9/1/2021,2,2,0,0,1,0,0,2,2,1,flat,1001
3e+05,2 bed maisonette for sale ,"Court Road, South Orpington, Kent BR6",51.365085,0.109849,9/1/2021,2,0,0,1,1,0,0,2,1,1,maisonette,1002
5e+05,3 bed semi-detached house for sale ,"Marian Close, Hayes UB4",51.527576,-0.392576,9/1/2021,3,0,0,1,0,2,0,3,1,2,semi-detached house,1003
925000,1 bed flat for sale ,"Holland Park Avenue, London W11",51.508523,-0.20103,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,1004
925000,4 bed semi-detached house for sale ,"Grierson Road, London SE23",51.4486,-0.04563,9/1/2021,4,2,0,0,0,2,0,4,2,2,semi-detached house,1005
1425000,6 bed terraced house for sale ,"Nansen Road, London SW11",51.464145,-0.154633,9/1/2021,6,3,0,0,0,2,0,6,3,2,terraced house,1006
1100000,3 bed property for sale ,"Willesden Lane, London NW6",51.544828,-0.212194,9/1/2021,3,2,0,0,1,0,0,3,2,1,property,1007
1200000,5 bed detached house for sale ,"Hillcroome Road, Sutton SM2",51.359965,-0.180489,9/1/2021,5,2,0,0,0,4,0,5,2,4,detached house,1008
350000,2 bed flat for sale ,"Turin Street, London E2",51.526464,-0.069594,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,1009
275000,1 bed flat for sale ,"Woodland Close, London SE19",51.421328,-0.081996,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,1010
1200000,3 bed maisonette for sale ,"Merthyr Terrace, London SW13",51.484798,-0.232766,9/1/2021,3,2,0,0,0,0,0,3,2,0,maisonette,1011
495000,Studio for sale ,"The Avenue, Queen's Park, London NW6",51.541909,-0.210478,9/1/2021,0,0,0,1,1,0,0,0,1,1,Studio,1012
1345000,3 bed flat for sale ,"Camden Road, London NW1",51.54688,-0.131397,9/1/2021,3,2,0,0,1,0,0,3,2,1,flat,1013
399950,2 bed flat for sale ,"Brighton Road, Surbiton KT6",51.39191,-0.311096,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,1014
2500000,5 bed flat for sale ,"Elgin Avenue, London W9",51.526688,-0.192474,9/1/2021,5,4,0,0,0,2,0,5,4,2,flat,1015
850000,4 bed semi-detached house for sale ,"St. James Avenue, Whetstone, London N20",51.623107,-0.163243,9/1/2021,4,2,0,0,1,0,0,4,2,1,semi-detached house,1016
499950,3 bed semi-detached house for sale ,"Oakdene Road, Hillingdon UB10",51.538825,-0.449017,9/1/2021,3,0,0,1,1,0,0,3,1,1,semi-detached house,1017
750000,4 bed maisonette for sale ,"Manor Parade, Manor Road, London N16",51.56566,-0.07424,9/1/2021,4,2,0,0,1,0,0,4,2,1,maisonette,1018
1250000,2 bed flat for sale ,"Cornwall Mews South, London SW7",51.496346,-0.184401,9/1/2021,2,2,0,0,1,0,0,2,2,1,flat,1019
5e+05,2 bed flat for sale ,"Robert Milligan House, Bow, London E3",51.532399,-0.028468,9/1/2021,2,2,0,0,1,0,0,2,2,1,flat,1020
599000,2 bed flat for sale ,"3 Elgin Avenue, Maida Vale W9",51.524507,-0.200833,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,1021
450000,1 bed flat for sale ,"Offley Road, Oval, London SW9",51.480228,-0.112347,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,1022
6e+05,4 bed terraced house for sale ,"Bamford Avenue, Wembley HA0",51.53778,-0.29004,9/1/2021,4,2,0,0,0,2,0,4,2,2,terraced house,1023
650000,2 bed flat for sale ,"Fletcher Street, Tower Hill E1",51.510612,-0.06646,9/1/2021,2,2,850,0,0,0,0,2,2,0,flat,1024
125000,1 bed flat for sale ,"Gatliff Road, Chelsea SW1W",51.487247,-0.148168,9/1/2021,0,0,490,1,0,0,1,1,1,0,flat,1025
475000,2 bed flat for sale ,"2 Dunn Street, London E8",51.551818,-0.073137,9/1/2021,2,0,0,1,1,0,0,2,1,1,flat,1026
2.3e+07,60 bed end terrace house for sale ,"Lancaster Gate, Lancaster Gate W2",51.512106,-0.178851,9/1/2021,60,0,"25,000",0,0,0,0,60,0,0,end terrace house,1027
290000,1 bed flat for sale ,"Wellesley Road, Croydon CR0",51.378825,-0.099479,9/1/2021,0,0,440,1,0,0,1,1,1,0,flat,1028
8e+05,3 bed maisonette for sale ,"Bartholomew Road, London NW5",51.545927,-0.137681,9/1/2021,3,0,0,1,0,2,0,3,1,2,maisonette,1029
220000,Studio for sale ,"Wellesley Road, Croydon CR0",51.378825,-0.099479,9/1/2021,0,0,0,1,0,0,0,0,1,0,Studio,1030
325000,1 bed maisonette for sale ,"Bakers Avenue, Walthamstow, London E17",51.575617,-0.01588,9/1/2021,0,0,0,1,1,0,1,1,1,1,maisonette,1031
575000,3 bed terraced house for sale ,"Elphinstone Road, Walthamstow, London E17",51.594252,-0.025404,9/1/2021,3,0,0,1,0,2,0,3,1,2,terraced house,1032
314000,2 bed flat for sale ,"Shipbuilding Way, London E13",51.532192,0.039895,9/1/2021,2,2,0,0,1,0,0,2,2,1,flat,1033
155500,1 bed flat for sale ,"Coombe Road, Croydon, Surrey CR0",51.366836,-0.094402,9/1/2021,0,0,0,1,1,0,1,1,1,1,flat,1034
425000,3 bed flat for sale ,"Copeland House, Garratt Lane, Tooting, London SW17",51.432064,-0.178885,9/1/2021,3,0,0,0,0,0,0,3,0,0,flat,1035
